index,postcode,Name,Address
578,3193-vic,St Johns Family Medical Centre,"St Johns Family Medical Centre, 26 St Johns Avenue, Springvale VIC 3171, Australia"
579,3194-vic,20 Windsor Specialist Centre,"20 Windsor Specialist Centre, 20 Windsor Avenue, Springvale VIC 3171, Australia"
580,3194-vic,St Johns Family Medical Centre,"St Johns Family Medical Centre, 26 St Johns Avenue, Springvale VIC 3171, Australia"
581,3194-vic,Dr Ley Chea,"Dr Ley Chea, St Johns Avenue, Springvale VIC 3171, Australia"
582,3195-vic,20 Windsor Specialist Centre,"20 Windsor Specialist Centre, 20 Windsor Avenue, Springvale VIC 3171, Australia"
583,3195-vic,St Johns Family Medical Centre,"St Johns Family Medical Centre, 26 St Johns Avenue, Springvale VIC 3171, Australia"
584,3195-vic,Dr Ley Chea,"Dr Ley Chea, St Johns Avenue, Springvale VIC 3171, Australia"
585,3196-vic,Seaford Central Medical Clinic,"Seaford Central Medical Clinic, 134 Nepean Highway, Seaford VIC 3298, Australia"
586,3196-vic,20 Windsor Specialist Centre,"20 Windsor Specialist Centre, 20 Windsor Avenue, Springvale VIC 3171, Australia"
587,3196-vic,St Johns Family Medical Centre,"St Johns Family Medical Centre, 26 St Johns Avenue, Springvale VIC 3171, Australia"
588,3197-vic,Seaford Central Medical Clinic,"Seaford Central Medical Clinic, 134 Nepean Highway, Seaford VIC 3298, Australia"
589,3197-vic,Better Health Family Clinic,"Better Health Family Clinic, 127-129 Somerville Road, Hampton Park VIC 3976, Australia"
590,3197-vic,Somerville Road Medical Centre,"Somerville Road Medical Centre, 133 Somerville Road, Hampton Park VIC 3976, Australia"
591,3198-vic,Seaford Central Medical Clinic,"Seaford Central Medical Clinic, 134 Nepean Highway, Seaford VIC 3298, Australia"
592,3198-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
593,3198-vic,Better Health Family Clinic,"Better Health Family Clinic, 127-129 Somerville Road, Hampton Park VIC 3976, Australia"
594,3199-vic,Seaford Central Medical Clinic,"Seaford Central Medical Clinic, 134 Nepean Highway, Seaford VIC 3298, Australia"
595,3199-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
596,3199-vic,Better Health Family Clinic,"Better Health Family Clinic, 127-129 Somerville Road, Hampton Park VIC 3976, Australia"
597,3200-vic,Seaford Central Medical Clinic,"Seaford Central Medical Clinic, 134 Nepean Highway, Seaford VIC 3298, Australia"
598,3200-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
599,3200-vic,Better Health Family Clinic,"Better Health Family Clinic, 127-129 Somerville Road, Hampton Park VIC 3976, Australia"
600,3201-vic,Seaford Central Medical Clinic,"Seaford Central Medical Clinic, 134 Nepean Highway, Seaford VIC 3298, Australia"
601,3201-vic,Better Health Family Clinic,"Better Health Family Clinic, 127-129 Somerville Road, Hampton Park VIC 3976, Australia"
602,3201-vic,Somerville Road Medical Centre,"Somerville Road Medical Centre, 133 Somerville Road, Hampton Park VIC 3976, Australia"
603,3202-vic,20 Windsor Specialist Centre,"20 Windsor Specialist Centre, 20 Windsor Avenue, Springvale VIC 3171, Australia"
604,3202-vic,St Johns Family Medical Centre,"St Johns Family Medical Centre, 26 St Johns Avenue, Springvale VIC 3171, Australia"
605,3202-vic,Dr Ley Chea,"Dr Ley Chea, St Johns Avenue, Springvale VIC 3171, Australia"
606,3203-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
607,3203-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
608,3203-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
609,3204-vic,Carnegie Central,"Carnegie Central, 2-18 Koornang Road, Carnegie VIC 3163, Australia"
610,3204-vic,Me Clinic Plastic Surgery,"Me Clinic Plastic Surgery, Moama Road, Malvern East VIC 3145, Australia"
611,3204-vic,Acupuncture,"Acupuncture, Dandenong Road, Murrumbeena VIC 3163, Australia"
612,3205-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 55 Dundas Place, Albert Park VIC 3206, Australia"
613,3205-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 53 Dundas Place, Albert Park VIC 3206, Australia"
614,3205-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 51 Dundas Place, Albert Park VIC 3206, Australia"
615,3206-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 51 Dundas Place, Albert Park VIC 3206, Australia"
616,3206-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 53 Dundas Place, Albert Park VIC 3206, Australia"
617,3206-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 55 Dundas Place, Albert Park VIC 3206, Australia"
618,3207-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 55 Dundas Place, Albert Park VIC 3206, Australia"
619,3207-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 53 Dundas Place, Albert Park VIC 3206, Australia"
620,3207-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 51 Dundas Place, Albert Park VIC 3206, Australia"
621,3208-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
622,3208-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
623,3208-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
624,3209-vic,Dentists of Hawthorn,"Dentists of Hawthorn, 330 Burwood Road, Hawthorn VIC 3122, Australia"
625,3209-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
626,3209-vic,Sexual health Victoria,"Sexual health Victoria, 901 Whitehorse Road, Box Hill VIC 3128, Australia"
630,3211-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
631,3211-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
632,3211-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
633,3212-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
634,3212-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
635,3212-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
636,3213-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
637,3213-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
638,3213-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
639,3214-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
640,3214-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
641,3214-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
642,3215-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
643,3215-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
644,3215-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
645,3216-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
646,3216-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
647,3216-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
648,3217-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
649,3217-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
650,3217-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
651,3218-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
652,3218-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
653,3218-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
654,3219-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
655,3219-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
656,3219-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
657,3220-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
658,3220-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
659,3220-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
660,3221-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
661,3221-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
662,3221-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
663,3222-vic,Family Medical Practice,"Family Medical Practice, 84 Springvale Road, Springvale VIC 3171, Australia"
664,3222-vic,Dr Le Tung & Thai Luong,"Dr Le Tung & Thai Luong, 14 Balmoral Avenue, Springvale VIC 3171, Australia"
665,3222-vic,Dr Sophy Nuin,"Dr Sophy Nuin, St Johns Avenue, Springvale VIC 3171, Australia"
666,3223-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
667,3223-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
668,3223-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
669,3224-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
670,3224-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
671,3224-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
672,3225-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
673,3225-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
674,3225-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
675,3226-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
676,3226-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
677,3226-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
678,3227-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
679,3227-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
680,3227-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
681,3228-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
682,3228-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
683,3228-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
687,3230-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
688,3230-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
689,3230-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
690,3231-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
691,3231-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
692,3231-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
693,3232-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
694,3232-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
695,3232-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
696,3233-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
697,3233-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
698,3233-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
699,3234-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
700,3234-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
701,3234-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
702,3235-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
703,3235-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
704,3235-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
705,3236-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
706,3236-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
707,3236-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
708,3237-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
709,3237-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
710,3237-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
711,3238-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
712,3238-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
713,3238-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
714,3239-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
715,3239-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
716,3239-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
717,3240-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
718,3240-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
719,3240-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
720,3241-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
721,3241-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
722,3241-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
723,3242-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
724,3242-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
725,3242-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
726,3243-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
727,3243-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
728,3243-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
744,3249-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
745,3249-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
746,3249-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
747,3250-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
748,3250-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
749,3250-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
750,3251-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
751,3251-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
752,3251-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
753,3252-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
754,3252-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
755,3252-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
759,3254-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
760,3254-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
761,3254-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
777,3260-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
778,3260-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
779,3260-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
789,3264-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
790,3264-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
791,3264-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
792,3265-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
793,3265-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
794,3265-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
795,3266-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
796,3266-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
797,3266-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
798,3267-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
799,3267-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
800,3267-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
801,3268-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
802,3268-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
803,3268-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
804,3269-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
805,3269-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
806,3269-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
807,3270-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
808,3270-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
809,3270-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
810,3271-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
811,3271-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
812,3271-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
813,3272-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
814,3272-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
815,3272-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
816,3273-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
817,3273-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
818,3273-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
819,3274-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
820,3274-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
821,3274-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
822,3275-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
823,3275-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
824,3275-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
825,3276-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
826,3276-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
827,3276-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
828,3277-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
829,3277-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
830,3277-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
831,3278-vic,Gladstone Street Medical Center,"Gladstone Street Medical Center, 46 Gladstone Street, Warragul VIC 3820, Australia"
832,3278-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
833,3278-vic,Rise Medical Centre,"Rise Medical Centre, Fairwood Rise, Officer VIC 3807, Australia"
834,3279-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
835,3279-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
836,3279-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
837,3280-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
838,3280-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
839,3280-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
840,3281-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
841,3281-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
842,3281-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
843,3282-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
844,3282-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
845,3282-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
846,3283-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
847,3283-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
848,3283-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
849,3284-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
850,3284-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
851,3284-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
852,3285-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
853,3285-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
854,3285-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
855,3286-vic,Ferrers Medical Clinic,"Ferrers Medical Clinic, Wehl Street North, Mount Gambier SA 5290, Australia"
856,3286-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
